quote,author,tags,tags_str,combined
"Love looks not with the eyes, but with the mind,And therefore is winged Cupid painted blind.",William Shakespeare,[],none,"Quote: ""Love looks not with the eyes, but with the mind,And therefore is winged Cupid painted blind."" by William Shakespeare. Tags: none"
Folks are usually about as happy as they make their minds up to be.,Abraham Lincoln,[],none,"Quote: ""Folks are usually about as happy as they make their minds up to be."" by Abraham Lincoln. Tags: none"
"Do what you can, with what you have, where you are.",Theodore Roosevelt,[],none,"Quote: ""Do what you can, with what you have, where you are."" by Theodore Roosevelt. Tags: none"
There is no friend as loyal as a book.,Ernest Hemingway,[],none,"Quote: ""There is no friend as loyal as a book."" by Ernest Hemingway. Tags: none"
"One good thing about music, when it hits you, you feel no pain.",Bob Marley,[],none,"Quote: ""One good thing about music, when it hits you, you feel no pain."" by Bob Marley. Tags: none"
"I find television very educating. Every time somebody turns on the set, I go into the other room and read a book.",Groucho Marx,[],none,"Quote: ""I find television very educating. Every time somebody turns on the set, I go into the other room and read a book."" by Groucho Marx. Tags: none"
The story so far:In the beginning the Universe was created.This has made a lot of people very angry and been widely regarded as a bad move.,Douglas Adams,[],none,"Quote: ""The story so far:In the beginning the Universe was created.This has made a lot of people very angry and been widely regarded as a bad move."" by Douglas Adams. Tags: none"
Not all of us can do great things. But we can do small things with great love.,Mother Teresa,[],none,"Quote: ""Not all of us can do great things. But we can do small things with great love."" by Mother Teresa. Tags: none"
"Success is not final, failure is not fatal: it is the courage to continue that counts.",Winston S. Churchill,[],none,"Quote: ""Success is not final, failure is not fatal: it is the courage to continue that counts."" by Winston S. Churchill. Tags: none"
"Love is like the wind, you can't see it but you can feel it.",Nicholas Sparks,[],none,"Quote: ""Love is like the wind, you can't see it but you can feel it."" by Nicholas Sparks. Tags: none"
"Listen to the mustn'ts, child. Listen to the don'ts. Listen to the shouldn'ts, the impossibles, the won'ts. Listen to the never haves, then listen close to me... Anything can happen, child. Anything can be.",Shel Silverstein,[],none,"Quote: ""Listen to the mustn'ts, child. Listen to the don'ts. Listen to the shouldn'ts, the impossibles, the won'ts. Listen to the never haves, then listen close to me... Anything can happen, child. Anything can be."" by Shel Silverstein. Tags: none"
"When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.",Helen Keller,[],none,"Quote: ""When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us."" by Helen Keller. Tags: none"
"If you live to be a hundred, I want to live to be a hundred minus one day so I never have to live without you.",Joan Powers,[],none,"Quote: ""If you live to be a hundred, I want to live to be a hundred minus one day so I never have to live without you."" by Joan Powers. Tags: none"
"So, this is my life. And I want you to know that I am both happy and sad and I'm still trying to figure out how that could be.",Stephen Chbosky,[],none,"Quote: ""So, this is my life. And I want you to know that I am both happy and sad and I'm still trying to figure out how that could be."" by Stephen Chbosky. Tags: none"
"Saying 'I notice you're a nerd' is like saying, 'Hey, I notice that you'd rather be intelligent than be stupid, that you'd rather be thoughtful than be vapid, that you believe that there are things that matter more than the arrest record of Lindsay Lohan. Why is that?' In fact, it seems to me that most contemporary insults are pretty lame. Even 'lame' is kind of lame. Saying 'You're lame' is like saying 'You walk with a limp.' Yeah, whatever, so does 50 Cent, and he's done all right for himself.",John Green,[],none,"Quote: ""Saying 'I notice you're a nerd' is like saying, 'Hey, I notice that you'd rather be intelligent than be stupid, that you'd rather be thoughtful than be vapid, that you believe that there are things that matter more than the arrest record of Lindsay Lohan. Why is that?' In fact, it seems to me that most contemporary insults are pretty lame. Even 'lame' is kind of lame. Saying 'You're lame' is like saying 'You walk with a limp.' Yeah, whatever, so does 50 Cent, and he's done all right for himself."" by John Green. Tags: none"
"People think a soul mate is your perfect fit, and that's what everyone wants. But a true soul mate is a mirror, the person who shows you everything that is holding you back, the person who brings you to your own attention so you can change your life. A true soul mate is probably the most important person you'll ever meet, because they tear down your walls and smack you awake. But to live with a soul mate forever? Nah. Too painful. Soul mates, they come into your life just to reveal another layer of yourself to you, and then leave. A soul mates purpose is to shake you up, tear apart your ego a little bit, show you your obstacles and addictions, break your heart open so new light can get in, make you so desperate and out of control that you have to transform your life, then introduce you to your spiritual master...",Elizabeth Gilbert,[],none,"Quote: ""People think a soul mate is your perfect fit, and that's what everyone wants. But a true soul mate is a mirror, the person who shows you everything that is holding you back, the person who brings you to your own attention so you can change your life. A true soul mate is probably the most important person you'll ever meet, because they tear down your walls and smack you awake. But to live with a soul mate forever? Nah. Too painful. Soul mates, they come into your life just to reveal another layer of yourself to you, and then leave. A soul mates purpose is to shake you up, tear apart your ego a little bit, show you your obstacles and addictions, break your heart open so new light can get in, make you so desperate and out of control that you have to transform your life, then introduce you to your spiritual master..."" by Elizabeth Gilbert. Tags: none"
"It matters not what someone is born, but what they grow to be.",J.K. Rowling,[],none,"Quote: ""It matters not what someone is born, but what they grow to be."" by J.K. Rowling. Tags: none"
